6
2
0.25
0	0	0.432767
5	1	0.272914
1	1	0.185906
1	1	0.422107
5	1	0.454702
2	0	0.846197
2	0	0.414314
5	1	0.473771
3	1	0.00570913
3	1	0.820486
4	0	0.484925
4	0	0.199839
3	1	0.547996
2	0	0.414314
5	1	0.454702
2	0	0.670306
0	0	0.788723
3	1	0.00570913
3	1	0.459132
1	1	0.185906
1	1	0.556454
0	0	0.449491
2	0	0.670306
0	0	0.432767
5	1	0.473771
3	1	0.740503
5	1	0.473771
3	1	0.00570913
3	1	0.00570913
3	1	0.459132
1	1	0.185906
1	1	0.556454
0	0	0.255069
1	1	0.711192
4	0	0.484925
4	0	0.199839
3	1	0.820486
4	0	0.518678
0	0	0.0283475
4	0	0.518678
0	0	0.255069
1	1	0.859947
2	0	0.670306
0	0	0.255069
1	1	0.556454
0	0	0.255069
1	1	0.859947
2	0	0.670306
0	0	0.255069
1	1	0.422107
5	1	0.454702
2	0	0.846197
2	0	0.670306
0	0	0.449491
2	0	0.589002
3	1	0.459132
1	1	0.859947
2	0	0.670306
0	0	0.449491
2	0	0.846197
2	0	0.670306
0	0	0.788723
3	1	0.820486
4	0	0.426091
1	1	0.556454
0	0	0.449491
2	0	0.589002
3	1	0.820486
4	0	0.199839
3	1	0.00570913
3	1	0.952467
0	0	0.449491
2	0	0.670306
0	0	0.449491
2	0	0.846197
2	0	0.846197
2	0	0.414314
5	1	0.473771
3	1	0.740503
5	1	0.454702
2	0	0.414314
5	1	0.272914
1	1	0.711192
4	0	0.484925
4	0	0.426091
1	1	0.711192
4	0	0.426091
1	1	0.556454
0	0	0.788723
3	1	0.00570913
3	1	0.00570913
3	1	0.820486
4	0	0.518678
0	0	0.847434
0	0	0.449491
2	0	0.670306
0	0	0.255069
1	1	0.859947
2	0	0.846197
2	0	0.846197
2	0	0.589002
3	1	0.00570913
3	1	0.00570913
3	1	0.820486
4	0	0.199839
3	1	0.820486
4	0	0.518678
0	0	0.255069
1	1	0.556454
0	0	0.432767
5	1	0.272914
1	1	0.185906
1	1	0.556454
0	0	0.255069
1	1	0.711192
4	0	0.199839
3	1	0.459132
1	1	0.859947
2	0	0.414314
5	1	0.188039
5	1	0.272914
1	1	0.859947
2	0	0.846197
2	0	0.414314
5	1	0.272914
1	1	0.711192
4	0	0.199839
3	1	0.740503
5	1	0.454702
2	0	0.414314
5	1	0.188039
5	1	0.454702
2	0	0.587581
1	1	0.711192
4	0	0.199839
3	1	0.459132
1	1	0.556454
0	0	0.449491
2	0	0.670306
0	0	0.432767
5	1	0.272914
1	1	0.711192
4	0	0.518678
0	0	0.449491
2	0	0.414314
5	1	0.454702
2	0	0.589002
3	1	0.459132
1	1	0.859947
2	0	0.589002
3	1	0.740503
5	1	0.473771
3	1	0.952467
0	0	0.255069
1	1	0.859947
2	0	0.414314
5	1	0.454702
2	0	0.414314
5	1	0.188039
5	1	0.454702
2	0	0.670306
0	0	0.449491
2	0	0.589002
3	1	0.820486
4	0	0.199839
3	1	0.952467
0	0	0.432767
5	1	0.473771
3	1	0.459132
1	1	0.185906
1	1	0.422107
5	1	0.454702
2	0	0.587581
1	1	0.556454
0	0	0.432767
5	1	0.52738
0	0	0.255069
1	1	0.556454
0	0	0.788723
3	1	0.820486
4	0	0.199839
3	1	0.740503
5	1	0.454702
2	0	0.846197
2	0	0.846197
2	0	0.589002
3	1	0.00570913
3	1	0.820486
4	0	0.346078
5	1	0.52738
0	0	0.255069
1	1	0.422107
5	1	0.454702
2	0	0.587581
1	1	0.185906
1	1	0.422107
5	1	0.188039
5	1	0.473771
3	1	0.00570913
3	1	0.00570913
3	1	0.459132
1	1	0.556454
0	0	0.255069
1	1	0.556454
0	0	0.255069
1	1	0.859947
2	0	0.846197
2	0	0.846197
2	0	0.846197
2	0	0.670306
0	0	0.432767
5	1	0.272914
1	1	0.185906
1	1	0.556454
0	0	0.432767
5	1	0.473771
3	1	0.459132
1	1	0.185906
1	1	0.859947
2	0	0.846197
2	0	0.589002
3	1	0.547996
2	0	0.589002
3	1	0.00570913
3	1	0.952467
0	0	0.255069
1	1	0.711192
4	0	0.484925
4	0	0.346078
5	1	0.473771
3	1	0.00570913
3	1	0.820486
4	0	0.346078
5	1	0.473771
3	1	0.820486
4	0	0.346078
5	1	0.473771
3	1	0.820486
4	0	0.199839
3	1	0.740503
5	1	0.272914
1	1	0.185906
1	1	0.422107
5	1	0.272914
1	1	0.711192
4	0	0.346078
5	1	0.188039
5	1	0.52738
